epoch,train_loss,val_loss,val_accuracy,val_sample_precision,val_sample_recall,val_sample_f1,val_sample_jaccard,val_fitting_error,val_cosine_similarity,val_auc,learning_rate
26,0.010802953393787753,0.012897732834178935,0.9604627035999586,0.8781809019904258,0.6301379440665155,0.7106623241543877,0.5909330645838582,0.0,0.9250797968412271,0.9925983813847418,0.0004550451339602676
27,0.010957871585273418,0.012959810128563612,0.9608050627658471,0.8916565885613503,0.6390929705215419,0.719491863222022,0.5979029142521206,0.0,0.9245502375480207,0.9927440761461688,0.0004550451339602676
28,0.010644808637142992,0.012671411248347747,0.9647266313932981,0.9145616024187452,0.6607867220962458,0.7426051373670421,0.6262860845797354,0.0,0.9310433890880725,0.9929758081865313,0.0004550451339602676
29,0.010559023494775197,0.01296863262516954,0.9612096690528064,0.8947518266565887,0.6276788863693625,0.7132860936829191,0.5936850172167633,0.0,0.9279654573747901,0.992738876030974,0.0004550451339602676
30,0.01036234141967329,0.01299295918473964,0.9623301172320781,0.9182716049382715,0.6176761568825061,0.7124672270704018,0.5883662971361384,0.0,0.917557616270439,0.9925418513814225,0.0004550451339602676
31,0.010342115876761154,0.012747931908126231,0.9646021371511567,0.8919223985890653,0.6913972873099858,0.7587809104475771,0.6452837139345076,0.0,0.9333773676821308,0.9928881356101238,0.0004550451339602676
32,0.010339401163954853,0.01293709014084131,0.9635231870525988,0.9139279415469892,0.6521844293272865,0.7356754444849682,0.6191721256403797,0.0,0.927969807823866,0.9931092865275734,0.0004550451339602676
33,0.010177078678815408,0.013005763206571814,0.9561572777259052,0.8178155706727134,0.6450438817502309,0.696537800823515,0.5687580262183437,0.0,0.9209098504054435,0.9926952496943336,0.0004550451339602676
34,0.009874620112060419,0.012950172712878575,0.9622678701110073,0.9008201058201057,0.6339558662971362,0.7183787317914302,0.5959687578735198,0.0,0.9156323505146641,0.9928966971297618,0.0004550451339602676
35,0.00989342588475164,0.012760385536840039,0.9659508247743542,0.9256878306878308,0.6648465188544553,0.7480849368150955,0.6302567817250357,0.0,0.9264411180019888,0.9927730385647865,0.0004550451339602676
36,0.009686941466380815,0.013181854285812252,0.9633156966490299,0.9097480473670951,0.6404910976736374,0.7269860562717705,0.610595658016293,0.0,0.9188546934924857,0.992673313025094,0.0004550451339602676
37,0.009663673981078088,0.013067981655950899,0.9617283950617284,0.8967460317460317,0.6342661879566641,0.7168910072878326,0.5961925757957505,0.0,0.9213744977036616,0.9926894262627328,0.0004550451339602676
